"word","occurrences","frequency","weight","stem"
"rapidly-diminishing",1,0.000001,0.999002,"rapidly-diminish"
"rapier",1,0.000001,0.999002,"rapier"
"raping",1,0.000001,0.999002,"rape"
"rapists",2,0.000002,0.998004,"rapist"
"rapoport",1,0.000001,0.999002,"rapoport"
"rapped",4,0.000004,0.996012,"rap"
"rapping",3,0.000003,0.997008,"rap"
"rapport",4,0.000004,0.996012,"rapport"
"rapprochement",1,0.000001,0.999002,"rapproch"
"rapt",1,0.000001,0.999002,"rapt"
"rapture",3,0.000003,0.997008,"raptur"
"raptures",1,0.000001,0.999002,"raptur"
"rapunzel",1,0.000001,0.999002,"rapunzel"
"rare",41,0.000041,0.959870,"rare"
"rarely",41,0.000041,0.959870,"rare"
"rarer",1,0.000001,0.999002,"rarer"
"rarified",1,0.000001,0.999002,"rarifi"
"rarity",2,0.000002,0.998004,"rariti"
"rasa",2,0.000002,0.998004,"rasa"
"rascal",1,0.000001,0.999002,"rascal"
"rascals",1,0.000001,0.999002,"rascal"
"rash",1,0.000001,0.999002,"rash"
"rasp",2,0.000002,0.998004,"rasp"
"raspberry",1,0.000001,0.999002,"raspberri"
"rasped",1,0.000001,0.999002,"rasp"
"rasping",1,0.000001,0.999002,"rasp"
"rasps",1,0.000001,0.999002,"rasp"
"rastus",1,0.000001,0.999002,"rastu"
"rat",6,0.000006,0.994024,"rat"
"rat's",1,0.000001,0.999002,"rat'"
"rat-a-tat-tatty",1,0.000001,0.999002,"rat-a-tat-tatti"
"rat-face",1,0.000001,0.999002,"rat-fac"
"rat-holes",1,0.000001,0.999002,"rat-hol"
"rata",2,0.000002,0.998004,"rata"
"ratable",1,0.000001,0.999002,"ratabl"
"ratcliff",3,0.000003,0.997008,"ratcliff"
"ratcliffe",1,0.000001,0.999002,"ratcliff"
"rate",209,0.000209,0.811570,"rate"
"rateable",1,0.000001,0.999002,"rateabl"
"rated",9,0.000009,0.991050,"rate"
"rates",102,0.000102,0.903124,"rate"
"rathbone",2,0.000002,0.998004,"rathbon"
"rathbones",1,0.000001,0.999002,"rathbon"
"rather",373,0.000373,0.688930,"rather"
"ratification",5,0.000005,0.995018,"ratif"
"ratified",4,0.000004,0.996012,"ratifi"
"ratify",1,0.000001,0.999002,"ratifi"
"rating",10,0.000010,0.990060,"rate"
"ratings",9,0.000009,0.991050,"rate"
"ratio",36,0.000036,0.964676,"ratio"
"ratiocinating",1,0.000001,0.999002,"ratiocin"
"ration",10,0.000010,0.990060,"ration"
"rational",25,0.000025,0.975335,"ration"
"rationale",6,0.000006,0.994024,"rational"
"rationalism",4,0.000004,0.996012,"ration"
"rationalist",3,0.000003,0.997008,"rationalist"
"rationalistic",1,0.000001,0.999002,"rationalist"
"rationality",1,0.000001,0.999002,"ration"
"rationalization",2,0.000002,0.998004,"ration"
"rationalizations",1,0.000001,0.999002,"ration"
"rationalize",5,0.000005,0.995018,"ration"
"rationalized",1,0.000001,0.999002,"ration"
"rationally",3,0.000003,0.997008,"ration"
"rationed",3,0.000003,0.997008,"ration"
"rationing",3,0.000003,0.997008,"ration"
"rations",4,0.000004,0.996012,"ration"
"ratios",18,0.000018,0.982179,"ratio"
"raton",3,0.000003,0.997008,"raton"
"rator",1,0.000001,0.999002,"rator"
"rats",3,0.000003,0.997008,"rat"
"rattail",1,0.000001,0.999002,"rattail"
"rattle",5,0.000005,0.995018,"rattl"
"rattled",2,0.000002,0.998004,"rattl"
"rattler",1,0.000001,0.999002,"rattler"
"rattlers",1,0.000001,0.999002,"rattler"
"rattles",1,0.000001,0.999002,"rattl"
"rattlesnake",3,0.000003,0.997008,"rattlesnak"
"rattlesnakes",5,0.000005,0.995018,"rattlesnak"
"rattling",7,0.000007,0.993032,"rattl"
"ratto",1,0.000001,0.999002,"ratto"
"rattzhenfuut",1,0.000001,0.999002,"rattzhenfuut"
"raucous",7,0.000007,0.993032,"raucou"
"raucously",1,0.000001,0.999002,"raucous"
"rauschenberg",1,0.000001,0.999002,"rauschenberg"
"rauschenbusch",1,0.000001,0.999002,"rauschenbusch"
"ravages",2,0.000002,0.998004,"ravag"
"ravel-like",1,0.000001,0.999002,"ravel-lik"
"ravencroft",1,0.000001,0.999002,"ravencroft"
"ravenous",2,0.000002,0.998004,"raven"
"ravine",1,0.000001,0.999002,"ravin"
"ravines",1,0.000001,0.999002,"ravin"
"raving",3,0.000003,0.997008,"rave"
"raw",43,0.000043,0.957954,"raw"
"rawboned",1,0.000001,0.999002,"rawbon"
"rawhide",1,0.000001,0.999002,"rawhid"
"rawlings",4,0.000004,0.996012,"rawl"
"rawlins",3,0.000003,0.997008,"rawlin"
"rawson",3,0.000003,0.997008,"rawson"
"ray",19,0.000019,0.981199,"ray"
"rayburn",39,0.000039,0.961789,"rayburn"
"rayburn's",8,0.000008,0.992040,"rayburn'"
"rayburn-johnson",1,0.000001,0.999002,"rayburn-johnson"
"raymond",17,0.000017,0.983161,"raymond"
"raymondville",1,0.000001,0.999002,"raymondvil"
"raymont",1,0.000001,0.999002,"raymont"
"raynal",1,0.000001,0.999002,"raynal"
"rays",7,0.000007,0.993032,"ray"
"razing",1,0.000001,0.999002,"raze"
"razor",15,0.000015,0.985127,"razor"
"razor-edged",1,0.000001,0.999002,"razor-edg"
"razor-sharp",1,0.000001,0.999002,"razor-sharp"
"razorback",1,0.000001,0.999002,"razorback"
"rbi's",1,0.000001,0.999002,"rbi'"
"rca",6,0.000006,0.994024,"rca"
"rca-victor's",1,0.000001,0.999002,"rca-victor'"
"rd.",3,0.000003,0.997008,"rd."
"rdf",1,0.000001,0.999002,"rdf"
"rdw",2,0.000002,0.998004,"rdw"
"rdws",4,0.000004,0.996012,"rdw"
"re",3,0.000003,0.997008,"re"
"re-activate",1,0.000001,0.999002,"re-activ"
"re-adopt",1,0.000001,0.999002,"re-adopt"
"re-arguing",1,0.000001,0.999002,"re-argu"
"re-assumed",1,0.000001,0.999002,"re-assum"
"re-birth",2,0.000002,0.998004,"re-birth"
"re-created",2,0.000002,0.998004,"re-creat"
"re-creates",1,0.000001,0.999002,"re-creat"
"re-creation",1,0.000001,0.999002,"re-creat"
"re-declared",1,0.000001,0.999002,"re-declar"
"re-echo",1,0.000001,0.999002,"re-echo"
"re-elected",3,0.000003,0.997008,"re-elect"
"re-election",2,0.000002,0.998004,"re-elect"
"re-emerged",1,0.000001,0.999002,"re-emerg"
"re-emergence",1,0.000001,0.999002,"re-emerg"
"re-emphasise",1,0.000001,0.999002,"re-emphasis"
"re-enacted",1,0.000001,0.999002,"re-enact"
"re-enacting",1,0.000001,0.999002,"re-enact"
"re-enactment",2,0.000002,0.998004,"re-enact"
"re-enactments",1,0.000001,0.999002,"re-enact"
"re-enforces",1,0.000001,0.999002,"re-enforc"
"re-enter",5,0.000005,0.995018,"re-ent"
"re-establish",1,0.000001,0.999002,"re-establish"
"re-establishing",1,0.000001,0.999002,"re-establish"
"re-evaluate",1,0.000001,0.999002,"re-evalu"
"re-evaluation",1,0.000001,0.999002,"re-evalu"
"re-examine",4,0.000004,0.996012,"re-examin"
"re-examined",1,0.000001,0.999002,"re-examin"
"re-examines",1,0.000001,0.999002,"re-examin"
"re-explore",1,0.000001,0.999002,"re-explor"
"re-export",1,0.000001,0.999002,"re-export"
"re-incorporated",1,0.000001,0.999002,"re-incorpor"
"re-introduction",1,0.000001,0.999002,"re-introduct"
"re-living",1,0.000001,0.999002,"re-liv"
"re-moralizing",1,0.000001,0.999002,"re-mor"
"re-run",1,0.000001,0.999002,"re-run"
"re-runs",1,0.000001,0.999002,"re-run"
"re-scheduled",1,0.000001,0.999002,"re-schedul"
"re-set",1,0.000001,0.999002,"re-set"
"re-sharpening",2,0.000002,0.998004,"re-sharpen"
"re-thinking",1,0.000001,0.999002,"re-think"
"re-use",1,0.000001,0.999002,"re-us"
"re-used",1,0.000001,0.999002,"re-us"
"re-vision",1,0.000001,0.999002,"re-vis"
"reach",105,0.000105,0.900422,"reach"
"reached",169,0.000169,0.844656,"reach"
"reaches",25,0.000025,0.975335,"reach"
"reaching",43,0.000043,0.957954,"reach"
"reacquainted",1,0.000001,0.999002,"reacquaint"
"react",15,0.000015,0.985127,"react"
"reactants",3,0.000003,0.997008,"reactant"
"reacted",12,0.000012,0.988084,"react"
"reacting",4,0.000004,0.996012,"react"
"reaction",124,0.000124,0.883493,"reaction"
"reactionaries",2,0.000002,0.998004,"reactionari"
"reactionary",20,0.000020,0.980219,"reactionari"
"reactions",42,0.000042,0.958911,"reaction"
"reactivated",2,0.000002,0.998004,"reactiv"
"reactivity",19,0.000019,0.981199,"reactiv"
"reactor",7,0.000007,0.993032,"reactor"
"reactors",6,0.000006,0.994024,"reactor"
"reacts",1,0.000001,0.999002,"react"
"read",174,0.000174,0.840448,"read"
"read's",1,0.000001,0.999002,"read'"
"readable",2,0.000002,0.998004,"readabl"
"readapting",1,0.000001,0.999002,"readapt"
"reader",43,0.000043,0.957954,"reader"
"reader's",4,0.000004,0.996012,"reader'"
"readers",37,0.000037,0.963713,"reader"
"readily",43,0.000043,0.957954,"readili"
"readiness",15,0.000015,0.985127,"readi"
"reading",141,0.000141,0.868615,"read"
"reading-rooms",1,0.000001,0.999002,"reading-room"
"readings",17,0.000017,0.983161,"read"
"readjust",2,0.000002,0.998004,"readjust"
"readjusted",1,0.000001,0.999002,"readjust"
"readjustment",2,0.000002,0.998004,"readjust"
"reads",16,0.000016,0.984144,"read"
"ready",143,0.000143,0.866882,"readi"
"ready-made",5,0.000005,0.995018,"ready-mad"
"readying",1,0.000001,0.999002,"readi"
"reaffirm",2,0.000002,0.998004,"reaffirm"
"reaffirmation",2,0.000002,0.998004,"reaffirm"
"reaffirmed",3,0.000003,0.997008,"reaffirm"
"reaffirms",1,0.000001,0.999002,"reaffirm"
"reagent",1,0.000001,0.999002,"reagent"
"reagents",3,0.000003,0.997008,"reagent"
"real",258,0.000258,0.772801,"real"
"real-analytic",1,0.000001,0.999002,"real-analyt"
"real-life",2,0.000002,0.998004,"real-lif"
"realer",1,0.000001,0.999002,"realer"
"realest",1,0.000001,0.999002,"realest"
"realigning",1,0.000001,0.999002,"realign"
"realism",24,0.000024,0.976310,"realism"
"realismo",1,0.000001,0.999002,"realismo"
"realist",2,0.000002,0.998004,"realist"
"realistic",34,0.000034,0.966605,"realist"
"realistically",8,0.000008,0.992040,"realist"
"realities",15,0.000015,0.985127,"realiti"
"reality",79,0.000079,0.924115,"realiti"
"realization",24,0.000024,0.976310,"realiz"
"realize",69,0.000069,0.933393,"realiz"
"realized",69,0.000069,0.933393,"realiz"
"realizes",3,0.000003,0.997008,"realiz"
"realizing",12,0.000012,0.988084,"realiz"
"really",275,0.000275,0.759787,"realli"
"realm",19,0.000019,0.981199,"realm"
"realms",2,0.000002,0.998004,"realm"
"realness",1,0.000001,0.999002,"real"
"realtor",5,0.000005,0.995018,"realtor"
"realtor's",1,0.000001,0.999002,"realtor'"
"realtors",19,0.000019,0.981199,"realtor"
"realty",2,0.000002,0.998004,"realti"
"reama",5,0.000005,0.995018,"reama"
"reams",2,0.000002,0.998004,"ream"
"reap",3,0.000003,0.997008,"reap"
"reaped",1,0.000001,0.999002,"reap"
"reaping",1,0.000001,0.999002,"reap"
"reappear",2,0.000002,0.998004,"reappear"
"reappearance",2,0.000002,0.998004,"reappear"
"reappeared",3,0.000003,0.997008,"reappear"
"reappearing",1,0.000001,0.999002,"reappear"
"reappears",3,0.000003,0.997008,"reappear"
"reapportioned",1,0.000001,0.999002,"reapport"
"reapportionment",1,0.000001,0.999002,"reapportion"
"reappraisal",2,0.000002,0.998004,"reapprais"
"reappraisals",1,0.000001,0.999002,"reapprais"
"rear",51,0.000051,0.950329,"rear"
"rear-guard",1,0.000001,0.999002,"rear-guard"
"rear-looking",1,0.000001,0.999002,"rear-look"
"reared",10,0.000010,0.990060,"rear"
"rearguard",1,0.000001,0.999002,"rearguard"
"rearing",2,0.000002,0.998004,"rear"
"rearmed",1,0.000001,0.999002,"rearm"
"rearrange",3,0.000003,0.997008,"rearrang"
"rearranged",1,0.000001,0.999002,"rearrang"
"rearranging",1,0.000001,0.999002,"rearrang"
"reason",241,0.000241,0.786037,"reason"
"reasonable",64,0.000064,0.938067,"reason"
"reasonably",34,0.000034,0.966605,"reason"
"reasoned",4,0.000004,0.996012,"reason"
"reasoning",16,0.000016,0.984144,"reason"
"reasons",103,0.000103,0.902223,"reason"
"reassemble",3,0.000003,0.997008,"reassembl"
"reassembled",1,0.000001,0.999002,"reassembl"
"reassert",1,0.000001,0.999002,"reassert"
"reasserting",1,0.000001,0.999002,"reassert"
"reassign",1,0.000001,0.999002,"reassign"
"reassurance",8,0.000008,0.992040,"reassur"
"reassure",1,0.000001,0.999002,"reassur"
"reassured",5,0.000005,0.995018,"reassur"
"reassuring",7,0.000007,0.993032,"reassur"
"reassuringly",2,0.000002,0.998004,"reassuringli"
"reavey",1,0.000001,0.999002,"reavey"
"reavey's",2,0.000002,0.998004,"reavey'"
"reawaken",1,0.000001,0.999002,"reawaken"
"reb",2,0.000002,0.998004,"reb"
"rebecca",1,0.000001,0.999002,"rebecca"
"rebel",18,0.000018,0.982179,"rebel"
"rebelled",4,0.000004,0.996012,"rebel"
"rebelling",3,0.000003,0.997008,"rebel"
"rebellion",13,0.000013,0.987097,"rebellion"
"rebellions",1,0.000001,0.999002,"rebellion"
"rebellious",2,0.000002,0.998004,"rebelli"
"rebelliously",3,0.000003,0.997008,"rebelli"
"rebels",17,0.000017,0.983161,"rebel"
"rebirth",1,0.000001,0.999002,"rebirth"
"reborn",3,0.000003,0.997008,"reborn"
"rebound",2,0.000002,0.998004,"rebound"
"rebs",5,0.000005,0.995018,"reb"
"rebuff",4,0.000004,0.996012,"rebuff"
"rebuffed",4,0.000004,0.996012,"rebuf"
"rebuild",5,0.000005,0.995018,"rebuild"
"rebuilding",6,0.000006,0.994024,"rebuild"
"rebuilds",1,0.000001,0.999002,"rebuild"
"rebuilt",4,0.000004,0.996012,"rebuilt"
"rebuke",2,0.000002,0.998004,"rebuk"
"rebuked",1,0.000001,0.999002,"rebuk"
"rebut",6,0.000006,0.994024,"rebut"
"rebuttal",2,0.000002,0.998004,"rebutt"
"rebutted",2,0.000002,0.998004,"rebut"
"recalcitrant",2,0.000002,0.998004,"recalcitr"
"recalculated",1,0.000001,0.999002,"recalcul"
"recalculation",1,0.000001,0.999002,"recalcul"
"recall",39,0.000039,0.961789,"recal"
"recalled",26,0.000026,0.974361,"recal"
"recalling",7,0.000007,0.993032,"recal"
"recalls",12,0.000012,0.988084,"recal"
"recanted",1,0.000001,0.999002,"recant"
"recapitulate",1,0.000001,0.999002,"recapitul"
"recapitulation",2,0.000002,0.998004,"recapitul"
"recapture",3,0.000003,0.997008,"recaptur"
"recaptured",1,0.000001,0.999002,"recaptur"
"receave",1,0.000001,0.999002,"receav"
"recede",3,0.000003,0.997008,"reced"
"receded",2,0.000002,0.998004,"reced"
"receding",5,0.000005,0.995018,"reced"
"receipt",4,0.000004,0.996012,"receipt"
"receipts",7,0.000007,0.993032,"receipt"
"receive",76,0.000076,0.926889,"receiv"
"received",163,0.000163,0.849734,"receiv"
"receiver",13,0.000013,0.987097,"receiv"
"receivers",5,0.000005,0.995018,"receiv"
"receives",20,0.000020,0.980219,"receiv"
"receiving",34,0.000034,0.966605,"receiv"
"recent",179,0.000179,0.836260,"recent"
"recently",123,0.000123,0.884376,"recent"
"recently-passed",1,0.000001,0.999002,"recently-pass"
"receptacle",1,0.000001,0.999002,"receptacl"
"reception",38,0.000038,0.962751,"recept"
"receptionist",5,0.000005,0.995018,"receptionist"
"receptionist's",1,0.000001,0.999002,"receptionist'"
"receptions",1,0.000001,0.999002,"recept"
"receptive",2,0.000002,0.998004,"recept"
"recess",2,0.000002,0.998004,"recess"
"recessed",2,0.000002,0.998004,"recess"
"recession",7,0.000007,0.993032,"recess"
"rechartering",1,0.000001,0.999002,"rechart"
"recheck",1,0.000001,0.999002,"recheck"
"recherche",1,0.000001,0.999002,"recherch"
"recherches",1,0.000001,0.999002,"recherch"
"recipe",8,0.000008,0.992040,"recip"
"recipes",1,0.000001,0.999002,"recip"
"recipient",7,0.000007,0.993032,"recipi"
"recipients",5,0.000005,0.995018,"recipi"
"reciprocal",8,0.000008,0.992040,"reciproc"
"reciprocate",1,0.000001,0.999002,"reciproc"
"recit",1,0.000001,0.999002,"recit"
"recital",8,0.000008,0.992040,"recit"
"recitals",3,0.000003,0.997008,"recit"
"recitation",3,0.000003,0.997008,"recit"
"recitative",2,0.000002,0.998004,"recit"
"recite",2,0.000002,0.998004,"recit"
"recited",2,0.000002,0.998004,"recit"
"reciting",2,0.000002,0.998004,"recit"
"reckless",9,0.000009,0.991050,"reckless"
"recklessly",2,0.000002,0.998004,"recklessli"
"recklessness",1,0.000001,0.999002,"reckless"
"reckon",7,0.000007,0.993032,"reckon"
"reckoned",3,0.000003,0.997008,"reckon"
"reckoning",3,0.000003,0.997008,"reckon"
"reckonings",1,0.000001,0.999002,"reckon"
"reckons",1,0.000001,0.999002,"reckon"
"reclaim",2,0.000002,0.998004,"reclaim"
"reclaimed",2,0.000002,0.998004,"reclaim"
"reclassification",1,0.000001,0.999002,"reclassif"
"reclassified",2,0.000002,0.998004,"reclassifi"
"reclining",3,0.000003,0.997008,"reclin"
"recluse",2,0.000002,0.998004,"reclus"
"recognised",1,0.000001,0.999002,"recognis"
"recognition",44,0.000044,0.956997,"recognit"
"recognizable",7,0.000007,0.993032,"recogniz"
"recognize",62,0.000062,0.939943,"recogn"
"recognized",80,0.000080,0.923192,"recogn"
"recognizes",10,0.000010,0.990060,"recogn"
"recognizing",10,0.000010,0.990060,"recogn"
"recoil",5,0.000005,0.995018,"recoil"
"recoiled",1,0.000001,0.999002,"recoil"
"recoilless",2,0.000002,0.998004,"recoilless"
"recollect",1,0.000001,0.999002,"recollect"
"recollected",1,0.000001,0.999002,"recollect"
"recollection",5,0.000005,0.995018,"recollect"
"recollections",3,0.000003,0.997008,"recollect"
"recommence",1,0.000001,0.999002,"recomm"
"recommend",25,0.000025,0.975335,"recommend"
"recommendation",24,0.000024,0.976310,"recommend"
"recommendations",22,0.000022,0.978262,"recommend"
"recommended",46,0.000046,0.955087,"recommend"
"recommending",8,0.000008,0.992040,"recommend"
"recommends",2,0.000002,0.998004,"recommend"
"recompence",1,0.000001,0.999002,"recomp"
"recompense",1,0.000001,0.999002,"recompens"
"reconcile",4,0.000004,0.996012,"reconcil"
"reconciled",3,0.000003,0.997008,"reconcil"
"reconciles",1,0.000001,0.999002,"reconcil"
"reconciliation",1,0.000001,0.999002,"reconcili"
"reconciling",1,0.000001,0.999002,"reconcil"
"recond",1,0.000001,0.999002,"recond"
"recondite",1,0.000001,0.999002,"recondit"
"reconditioning",1,0.000001,0.999002,"recondit"
"reconnaissanace",1,0.000001,0.999002,"reconnaissanac"
"reconnaissance",9,0.000009,0.991050,"reconnaiss"
"reconsider",4,0.000004,0.996012,"reconsid"
"reconsideration",4,0.000004,0.996012,"reconsider"
"reconsidered",4,0.000004,0.996012,"reconsid"
"reconstruct",6,0.000006,0.994024,"reconstruct"
"reconstructed",3,0.000003,0.997008,"reconstruct"
"reconstruction",11,0.000011,0.989071,"reconstruct"
"reconstructs",1,0.000001,0.999002,"reconstruct"
"recontamination",1,0.000001,0.999002,"recontamin"
"reconvened",1,0.000001,0.999002,"reconven"
"reconvenes",1,0.000001,0.999002,"reconven"
"reconvention",1,0.000001,0.999002,"reconvent"
"reconverting",1,0.000001,0.999002,"reconvert"
"recooned",1,0.000001,0.999002,"recoon"
"recopied",1,0.000001,0.999002,"recopi"
"record",137,0.000137,0.872093,"record"
"record-high",1,0.000001,0.999002,"record-high"
"record-tying",1,0.000001,0.999002,"record-ti"
"recorded",43,0.000043,0.957954,"record"
"recorder",7,0.000007,0.993032,"record"
"recording",31,0.000031,0.969507,"record"
"recordings",11,0.000011,0.989071,"record"
"records",91,0.000091,0.913103,"record"
"recount",2,0.000002,0.998004,"recount"
"recounted",2,0.000002,0.998004,"recount"
"recounting",3,0.000003,0.997008,"recount"
"recounts",3,0.000003,0.997008,"recount"
"recouped",1,0.000001,0.999002,"recoup"
"recourse",6,0.000006,0.994024,"recours"
"recover",11,0.000011,0.989071,"recov"
"recoverable",1,0.000001,0.999002,"recover"
"recovered",9,0.000009,0.991050,"recov"
"recovering",4,0.000004,0.996012,"recov"
"recovers",1,0.000001,0.999002,"recov"
"recovery",29,0.000029,0.971445,"recoveri"
"recreate",1,0.000001,0.999002,"recreat"
"recreated",1,0.000001,0.999002,"recreat"
"recreates",1,0.000001,0.999002,"recreat"
"recreating",1,0.000001,0.999002,"recreat"
"recreation",43,0.000043,0.957954,"recreat"
"recreational",8,0.000008,0.992040,"recreat"
"recrimination",1,0.000001,0.999002,"recrimin"
"recriminations",3,0.000003,0.997008,"recrimin"
"recruit",10,0.000010,0.990060,"recruit"
"recruited",4,0.000004,0.996012,"recruit"
"recruiter",1,0.000001,0.999002,"recruit"
"recruiting",4,0.000004,0.996012,"recruit"
"recruitment",7,0.000007,0.993032,"recruit"
"recruits",8,0.000008,0.992040,"recruit"
"rectangle",4,0.000004,0.996012,"rectangl"
"rectangular",5,0.000005,0.995018,"rectangular"
"rectifier",3,0.000003,0.997008,"rectifi"
"rectilinear",1,0.000001,0.999002,"rectilinear"
"rectitude",1,0.000001,0.999002,"rectitud"
"rectlinearly",1,0.000001,0.999002,"rectlinearli"
"rector",33,0.000033,0.967571,"rector"
"rector's",3,0.000003,0.997008,"rector'"
"recumbent",1,0.000001,0.999002,"recumb"
"recuperating",1,0.000001,0.999002,"recuper"
"recur",2,0.000002,0.998004,"recur"
"recurred",3,0.000003,0.997008,"recur"
"recurrence",1,0.000001,0.999002,"recurr"
"recurrent",4,0.000004,0.996012,"recurr"
"recurrently",1,0.000001,0.999002,"recurr"
"recurring",6,0.000006,0.994024,"recur"
"recursive",1,0.000001,0.999002,"recurs"
"recusant",1,0.000001,0.999002,"recus"
"red",197,0.000197,0.821357,"red"
"red's",1,0.000001,0.999002,"red'"
"red-and-yellow",1,0.000001,0.999002,"red-and-yellow"
"red-bellied",1,0.000001,0.999002,"red-belli"
"red-blooded",1,0.000001,0.999002,"red-blood"
"red-clay",2,0.000002,0.998004,"red-clay"
"red-faced",1,0.000001,0.999002,"red-fac"
"red-haired",3,0.000003,0.997008,"red-hair"
