"stem","occurrences","frequency","weight"
"tat",1,0.000001,0.999002
"tate",2,0.000002,0.998004
"tatian",1,0.000001,0.999002
"tatler",1,0.000001,0.999002
"tatra",1,0.000001,0.999002
"tatter",5,0.000005,0.995018
"tattle-tal",1,0.000001,0.999002
"tattoo",1,0.000001,0.999002
"tau",1,0.000001,0.999002
"taught",50,0.000050,0.951278
"taui",1,0.000001,0.999002
"taunt",9,0.000009,0.991050
"tauntingli",1,0.000001,0.999002
"taurida",1,0.000001,0.999002
"taurog",2,0.000002,0.998004
"taussig",2,0.000002,0.998004
"taut",8,0.000008,0.992040
"taut-nerv",1,0.000001,0.999002
"tavern",6,0.000006,0.994024
"taw",2,0.000002,0.998004
"tawdri",2,0.000002,0.998004
"tawney",1,0.000001,0.999002
"tawni",4,0.000004,0.996012
"tax",268,0.000268,0.765119
"tax-aid",1,0.000001,0.999002
"tax-avoid",1,0.000001,0.999002
"tax-exempt",8,0.000008,0.992040
"tax-fre",9,0.000009,0.991050
"tax-freedom",1,0.000001,0.999002
"tax-pay",1,0.000001,0.999002
"taxabl",8,0.000008,0.992040
"taxat",11,0.000011,0.989071
"taxi",21,0.000021,0.979240
"taxi-way",1,0.000001,0.999002
"taxicab",1,0.000001,0.999002
"taxpay",33,0.000033,0.967571
"taxpayer'",2,0.000002,0.998004
"taxpayers'",2,0.000002,0.998004
"taylor",22,0.000022,0.978262
"taylor'",2,0.000002,0.998004
"tchaikovski",2,0.000002,0.998004
"tchalo",1,0.000001,0.999002
"tcu",1,0.000001,0.999002
"tcu'",1,0.000001,0.999002
"tea",30,0.000030,0.970476
"tea-drink",1,0.000001,0.999002
"tea-leaf",1,0.000001,0.999002
"teacart",2,0.000002,0.998004
"teach",125,0.000125,0.882611
"teacher",149,0.000149,0.861701
"teacher'",2,0.000002,0.998004
"teacher-employe",1,0.000001,0.999002
"teachers'",1,0.000001,0.999002
"teagarden",1,0.000001,0.999002
"teahous",3,0.000003,0.997008
"teakettl",1,0.000001,0.999002
"teakwood",1,0.000001,0.999002
"team",108,0.000108,0.897727
"team'",2,0.000002,0.998004
"team-mat",1,0.000001,0.999002
"teammat",4,0.000004,0.996012
"teammate'",1,0.000001,0.999002
"teammates'",1,0.000001,0.999002
"teams'",1,0.000001,0.999002
"teamster",9,0.000009,0.991050
"teamwork",1,0.000001,0.999002
"tear",56,0.000056,0.945594
"tear-fil",1,0.000001,0.999002
"tear-soak",1,0.000001,0.999002
"teardrop",1,0.000001,0.999002
"tearl",1,0.000001,0.999002
"teas",11,0.000011,0.989071
"teaspoon",10,0.000010,0.990060
"teat",2,0.000002,0.998004
"teatro",1,0.000001,0.999002
"tech",8,0.000008,0.992040
"tech'",1,0.000001,0.999002
"tech.",2,0.000002,0.998004
"technic",131,0.000131,0.877336
"technical-ladd",1,0.000001,0.999002
"technician",18,0.000018,0.982179
"techniqu",159,0.000159,0.853136
"technolog",62,0.000062,0.939943
"tecum",1,0.000001,0.999002
"ted",7,0.000007,0.993032
"teddi",4,0.000004,0.996012
"tediou",6,0.000006,0.994024
"tedious",2,0.000002,0.998004
"tedium",1,0.000001,0.999002
"tee",5,0.000005,0.995018
"tee-wah",2,0.000002,0.998004
"teem",2,0.000002,0.998004
"teen",11,0.000011,0.989071
"teen-ag",18,0.000018,0.982179
"teen-agers'",1,0.000001,0.999002
"teenag",11,0.000011,0.989071
"teensi",1,0.000001,0.999002
"teeter",2,0.000002,0.998004
"teeth",104,0.000104,0.901322
"teetotal",2,0.000002,0.998004
"teheran",2,0.000002,0.998004
"tektit",6,0.000006,0.994024
"tel",1,0.000001,0.999002
"telefunken",1,0.000001,0.999002
"telegram",10,0.000010,0.990060
"telegraph",35,0.000035,0.965640
"telegrapher'",1,0.000001,0.999002
"telegraphi",2,0.000002,0.998004
"telemann",1,0.000001,0.999002
"teleolog",2,0.000002,0.998004
"telepath",1,0.000001,0.999002
"telepathi",3,0.000003,0.997008
"telephon",101,0.000101,0.904027
"telephone-booth",1,0.000001,0.999002
"teleprompt",1,0.000001,0.999002
"telescop",9,0.000009,0.991050
"teletyp",3,0.000003,0.997008
"televis",54,0.000054,0.947485
"television-electron",1,0.000001,0.999002
"televison-record",1,0.000001,0.999002
"tell",354,0.000354,0.351065
"tell-tal",3,0.000003,0.997008
"teller",6,0.000006,0.994024
"telli",1,0.000001,0.999002
"telomer",1,0.000001,0.999002
"temer",1,0.000001,0.999002
"tempeh",1,0.000001,0.999002
"temper",19,0.000019,0.981199
"tempera",8,0.000008,0.992040
"temperatur",161,0.000161,0.851433
"tempest",2,0.000002,0.998004
"templ",42,0.000042,0.958911
"templat",5,0.000005,0.995018
"templeman",2,0.000002,0.998004
"tempo",6,0.000006,0.994024
"tempor",8,0.000008,0.992040
"temporari",32,0.000032,0.968539
"temporarili",20,0.000020,0.980219
"tempt",18,0.000018,0.982179
"temptat",18,0.000018,0.982179
"tempter",1,0.000001,0.999002
"temptingli",1,0.000001,0.999002
"ten",165,0.000165,0.848038
"ten-by-ten-mil",1,0.000001,0.999002
"ten-concert",1,0.000001,0.999002
"ten-day",1,0.000001,0.999002
"ten-fifty-f",1,0.000001,0.999002
"ten-foot",3,0.000003,0.997008
"ten-gallon",2,0.000002,0.998004
"ten-hour",1,0.000001,0.999002
"ten-minut",1,0.000001,0.999002
"ten-month",1,0.000001,0.999002
"ten-thousand-dollar",1,0.000001,0.999002
"ten-twelv",1,0.000001,0.999002
"ten-year",3,0.000003,0.997008
"ten-year-old",1,0.000001,0.999002
"tenabl",4,0.000004,0.996012
"tenac",5,0.000005,0.995018
"tenaci",2,0.000002,0.998004
"tenanc",2,0.000002,0.998004
"tenant",14,0.000014,0.986112
"tend",105,0.000105,0.900422
"tenda",1,0.000001,0.999002
"tendenc",54,0.000054,0.947485
"tender",16,0.000016,0.984144
"tenderfoot",3,0.000003,0.997008
"tenderli",4,0.000004,0.996012
"tenderloin",1,0.000001,0.999002
"tendon",2,0.000002,0.998004
"tenebr",1,0.000001,0.999002
"tenement",5,0.000005,0.995018
"tenet",2,0.000002,0.998004
"tenfold",1,0.000001,0.999002
"tenit",2,0.000002,0.998004
"tenn.",1,0.000001,0.999002
"tennesse",23,0.000023,0.977286
"tennessee'",1,0.000001,0.999002
"tenni",15,0.000015,0.985127
"tennyson",2,0.000002,0.998004
"tenor",7,0.000007,0.993032
"tens",22,0.000022,0.978262
"tensil",5,0.000005,0.995018
"tension",81,0.000081,0.922271
"tensionless",1,0.000001,0.999002
"tenspot",1,0.000001,0.999002
"tent",52,0.000052,0.949380
"tentacl",3,0.000003,0.997008
"tenth",8,0.000008,0.992040
"tenuou",6,0.000006,0.994024
"tenuous",1,0.000001,0.999002
"tenur",12,0.000012,0.988084
"tepe",1,0.000001,0.999002
"tepid",1,0.000001,0.999002
"ter-arutunian",1,0.000001,0.999002
"ter-stepanova",1,0.000001,0.999002
"ter.",1,0.000001,0.999002
"teratolog",1,0.000001,0.999002
"teresa",1,0.000001,0.999002
"terg-o-tomet",1,0.000001,0.999002
"term",258,0.000258,0.772801
"term-end",1,0.000001,0.999002
"termin",42,0.000042,0.958911
"termini",3,0.000003,0.997008
"terminiello",1,0.000001,0.999002
"terminolog",6,0.000006,0.994024
"terminu",2,0.000002,0.998004
"terper",2,0.000002,0.998004
"terra",1,0.000001,0.999002
"terra-cotta-color",1,0.000001,0.999002
"terrac",18,0.000018,0.982179
"terrain",9,0.000009,0.991050
"terral",1,0.000001,0.999002
"terram",1,0.000001,0.999002
"terramycin",1,0.000001,0.999002
"terresti",1,0.000001,0.999002
"terrestri",7,0.000007,0.993032
"terri",7,0.000007,0.993032
"terribl",63,0.000063,0.939004
"terrier",7,0.000007,0.993032
"terrif",5,0.000005,0.995018
"terrifi",16,0.000016,0.984144
"territoir",1,0.000001,0.999002
"territori",54,0.000054,0.947485
"terror",29,0.000029,0.971445
"terror-stricken",1,0.000001,0.999002
"terrorist",1,0.000001,0.999002
"terrour",1,0.000001,0.999002
"terry-cloth",2,0.000002,0.998004
"ters",4,0.000004,0.996012
"tertian",1,0.000001,0.999002
"tertiari",1,0.000001,0.999002
"tertr",1,0.000001,0.999002
"tess",1,0.000001,0.999002
"tessi",7,0.000007,0.993032
"test",250,0.000250,0.779001
"test-lik",1,0.000001,0.999002
"test-run",1,0.000001,0.999002
"testament",31,0.000031,0.969507
"testicl",2,0.000002,0.998004
"testicular",1,0.000001,0.999002
"testifi",23,0.000023,0.977286
"testili",1,0.000001,0.999002
"testimoni",50,0.000050,0.951278
"tetanu",1,0.000001,0.999002
"teter",1,0.000001,0.999002
"tether",4,0.000004,0.996012
"tetrachlorid",19,0.000019,0.981199
"tetragon",1,0.000001,0.999002
"tetrahalid",1,0.000001,0.999002
"tetrameron",1,0.000001,0.999002
"tetrasodium",1,0.000001,0.999002
"teuton",1,0.000001,0.999002
"tewfik",1,0.000001,0.999002
"tex",1,0.000001,0.999002
"tex.",7,0.000007,0.993032
"texa",69,0.000069,0.933393
"texan",14,0.000014,0.986112
"texas'",3,0.000003,0.997008
"texoma",2,0.000002,0.998004
"text",64,0.000064,0.938067
"text-form",10,0.000010,0.990060
"text-lookup",1,0.000001,0.999002
"text-ord",1,0.000001,0.999002
"textbook",5,0.000005,0.995018
"textil",43,0.000043,0.957954
"textile'",1,0.000001,0.999002
"textile-export",1,0.000001,0.999002
"textile-import",1,0.000001,0.999002
"textile-produc",2,0.000002,0.998004
"textron",1,0.000001,0.999002
"textual",2,0.000002,0.998004
"textur",23,0.000023,0.977286
"th'",1,0.000001,0.999002
"thackeray",2,0.000002,0.998004
"thaddeu",1,0.000001,0.999002
"thai",1,0.000001,0.999002
"thailand",4,0.000004,0.996012
"thakhek",1,0.000001,0.999002
"thalberg",1,0.000001,0.999002
"thame",3,0.000003,0.997008
"thamnophi",1,0.000001,0.999002
"than",1790,0.001788,0.167268
"thank",90,0.000090,0.914016
"thankless",1,0.000001,0.999002
"thanksgiv",8,0.000008,0.992040
"thant",5,0.000005,0.995018
"thar",2,0.000002,0.998004
"that",10594,0.010583,0.000025
"that'",187,0.000187,0.829604
"that'd",1,0.000001,0.999002
"that'll",5,0.000005,0.995018
"that-a-way",1,0.000001,0.999002
"thatch",1,0.000001,0.999002
"thatched-roof",1,0.000001,0.999002
"thatt",1,0.000001,0.999002
"thaw",11,0.000011,0.989071
"thaxter",3,0.000003,0.997008
"thay",1,0.000001,0.999002
"thayer",13,0.000013,0.987097
"thayer'",1,0.000001,0.999002
"thc",1,0.000001,0.999002
"the",69971,0.069899,0.000000
"thea",1,0.000001,0.999002
"theaf",1,0.000001,0.999002
"thear",1,0.000001,0.999002
"theas",1,0.000001,0.999002
"theater",63,0.000063,0.939004
"theater-go",1,0.000001,0.999002
"theatergo",3,0.000003,0.997008
"theatr",30,0.000030,0.970476
"theatre-by-the-sea",2,0.000002,0.998004
"theatrego",1,0.000001,0.999002
"theatric",16,0.000016,0.984144
"thee",18,0.000018,0.982179
"thefin",1,0.000001,0.999002
"theft",10,0.000010,0.990060
"thei",1,0.000001,0.999002
"their",2690,0.002687,0.068069
"their'",1,0.000001,0.999002
"theistic",1,0.000001,0.999002
"thelma",6,0.000006,0.994024
"thelma'",1,0.000001,0.999002
"them",1788,0.001786,0.167603
"them'",2,0.000002,0.998004
"themat",1,0.000001,0.999002
"theme",63,0.000063,0.939004
"themselv",270,0.000270,0.763592
"then",1380,0.001379,0.251936
"thenc",6,0.000006,0.994024
"thenceforth",2,0.000002,0.998004
"theocraci",1,0.000001,0.999002
"theodor",15,0.000015,0.985127
"theodosian",1,0.000001,0.999002
"theodosiu",1,0.000001,0.999002
"theolog",46,0.000046,0.955087
"theologian",14,0.000014,0.986112
"theologian-philosoph",1,0.000001,0.999002
"theology'",1,0.000001,0.999002
"theon'",1,0.000001,0.999002
"theorem",18,0.000018,0.982179
"theoret",26,0.000026,0.974361
"theoretician",1,0.000001,0.999002
"theori",149,0.000149,0.861701
"theorist",2,0.000002,0.998004
"theoritician",1,0.000001,0.999002
"theoriz",3,0.000003,0.997008
"ther",5,0.000005,0.995018
"therapeut",13,0.000013,0.987097
"therapi",13,0.000013,0.987097
"therapist",21,0.000021,0.979240
"therapist'",2,0.000002,0.998004
"there",2728,0.002725,0.065534
"there'",109,0.000109,0.896831
"there'd",4,0.000004,0.996012
"there'l",3,0.000003,0.997008
"thereabout",1,0.000001,0.999002
"thereaft",20,0.000020,0.980219
"therebi",34,0.000034,0.966605
"therefor",207,0.000207,0.813193
"therefrom",5,0.000005,0.995018
"therein",9,0.000009,0.991050
"thereof",16,0.000016,0.984144
"thereon",1,0.000001,0.999002
"theresa",24,0.000024,0.976310
"thereto",11,0.000011,0.989071
"theretofor",2,0.000002,0.998004
"thereund",1,0.000001,0.999002
"thereupon",5,0.000005,0.995018
"therewith",3,0.000003,0.997008
"thermal",34,0.000034,0.966605
"thermistor",1,0.000001,0.999002
"thermo",1,0.000001,0.999002
"thermocoupl",6,0.000006,0.994024
"thermodynam",6,0.000006,0.994024
"thermoelectr",2,0.000002,0.998004
"thermoform",3,0.000003,0.997008
"thermogravimetr",1,0.000001,0.999002
"thermomet",16,0.000016,0.984144
"thermometr",1,0.000001,0.999002
"thermometri",3,0.000003,0.997008
"thermonuclear",2,0.000002,0.998004
"thermopil",1,0.000001,0.999002
"thermoplast",1,0.000001,0.999002
"thermopyla",1,0.000001,0.999002
"thermost",1,0.000001,0.999002
"thermostat",8,0.000008,0.992040
"thesauru",1,0.000001,0.999002
"these",1574,0.001572,0.207551
"thesi",10,0.000010,0.990060
"thespian",1,0.000001,0.999002
"thet",2,0.000002,0.998004
"thet'",1,0.000001,0.999002
"thevenow",1,0.000001,0.999002
"they",3620,0.003616,0.026883
"they'd",30,0.000030,0.970476
"they'll",32,0.000032,0.968539
"they'r",65,0.000065,0.937130
"they'v",16,0.000016,0.984144
"thi",5157,0.005152,0.005790
"thiamin",1,0.000001,0.999002
"thick",114,0.000114,0.892363
"thick-skul",1,0.000001,0.999002
"thick-wal",2,0.000002,0.998004
"thicken",9,0.000009,0.991050
"thicker",5,0.000005,0.995018
"thickest",1,0.000001,0.999002
"thicket",3,0.000003,0.997008
"thickli",5,0.000005,0.995018
"thidiu",1,0.000001,0.999002
"thief",8,0.000008,0.992040
"thiev",13,0.000013,0.987097
"thievin",1,0.000001,0.999002
"thigh",16,0.000016,0.984144
"thigh-bon",1,0.000001,0.999002
"thiihng",1,0.000001,0.999002
"thill",1,0.000001,0.999002
"thimbl",1,0.000001,0.999002
"thimble-s",1,0.000001,0.999002
"thin",96,0.000096,0.908554
"thin-lip",2,0.000002,0.998004
"thin-sol",1,0.000001,0.999002
"thine",1,0.000001,0.999002
"thing",701,0.000700,0.496447
"think",603,0.000602,0.547508
"thinker",12,0.000012,0.988084
"thinkin",3,0.000003,0.997008
"thinli",3,0.000003,0.997008
"thinner",6,0.000006,0.994024
"thiocyanate-perchlorate-fluoro",1,0.000001,0.999002
"thiot",1,0.000001,0.999002
"thiouracil",3,0.000003,0.997008
"third",194,0.000194,0.823822
"third-",1,0.000001,0.999002
"third-dimension",3,0.000003,0.997008
"third-grad",4,0.000004,0.996012
"third-in",1,0.000001,0.999002
"third-rat",1,0.000001,0.999002
"third-shift",1,0.000001,0.999002
"third-stori",1,0.000001,0.999002
"thirdli",1,0.000001,0.999002
"thirst",5,0.000005,0.995018
"thirsti",4,0.000004,0.996012
"thirteen",11,0.000011,0.989071
"thirteenth",2,0.000002,0.998004
"thirteenth-centuri",1,0.000001,0.999002
"thirti",66,0.000066,0.936195
"thirtieth",1,0.000001,0.999002
"thirty-calib",1,0.000001,0.999002
"thirty-eight",1,0.000001,0.999002
"thirty-eighth",2,0.000002,0.998004
"thirty-f",14,0.000014,0.986112
"thirty-foot",1,0.000001,0.999002
"thirty-four",7,0.000007,0.993032
"thirty-fourth",2,0.000002,0.998004
"thirty-mil",1,0.000001,0.999002
"thirty-nin",2,0.000002,0.998004
"thirty-ninth",1,0.000001,0.999002
"thirty-on",3,0.000003,0.997008
"thirty-seven",1,0.000001,0.999002
"thirty-six",4,0.000004,0.996012
"thirty-sixth",1,0.000001,0.999002
"thirty-thre",2,0.000002,0.998004
"thirty-two",3,0.000003,0.997008
"thirty-year",1,0.000001,0.999002
"this'll",1,0.000001,0.999002
"thither",1,0.000001,0.999002
"tho'",1,0.000001,0.999002
"thom",5,0.000005,0.995018
"thom'",1,0.000001,0.999002
"thoma",100,0.000100,0.904931
"thomas'",12,0.000012,0.988084
"thompson",38,0.000038,0.962751
"thompson'",5,0.000005,0.995018
"thomson",2,0.000002,0.998004
"thong",1,0.000001,0.999002
"thor",9,0.000009,0.991050
"thor'",4,0.000004,0.996012
"thoreau",1,0.000001,0.999002
"thoreau'",1,0.000001,0.999002
"thoriat",1,0.000001,0.999002
"thorn",4,0.000004,0.996012
"thornburg",8,0.000008,0.992040
"thorni",2,0.000002,0.998004
"thornton",1,0.000001,0.999002
"thorough",22,0.000022,0.978262
"thoroughbr",1,0.000001,0.999002
"thoroughfar",4,0.000004,0.996012
"thoroughgo",2,0.000002,0.998004
"thoroughli",40,0.000040,0.960829
"thorp",6,0.000006,0.994024
"thorstein",1,0.000001,0.999002
"those",850,0.000849,0.427789
"thou",14,0.000014,0.986112
"though",440,0.000440,0.644328
"thought",597,0.000596,0.550799
"thoughtless",3,0.000003,0.997008
"thoughtlessli",1,0.000001,0.999002
"thousand",144,0.000144,0.866016
"thousand-fold",1,0.000001,0.999002
"thousand-leg",1,0.000001,0.999002
"thousandth",4,0.000004,0.996012
"thout",1,0.000001,0.999002
"thrash",4,0.000004,0.996012
"thread",29,0.000029,0.971445
"threadbar",3,0.000003,0.997008
"threat",56,0.000056,0.945594
"threaten",71,0.000071,0.931530
"threateningli",1,0.000001,0.999002
"three",613,0.000612,0.542065
"three-axi",1,0.000001,0.999002
"three-bedroom",1,0.000001,0.999002
"three-bodi",1,0.000001,0.999002
"three-build",1,0.000001,0.999002
"three-day",3,0.000003,0.997008
"three-dic",1,0.000001,0.999002
"three-dimension",12,0.000012,0.988084
"three-diment",1,0.000001,0.999002
"three-famili",1,0.000001,0.999002
"three-fifth",2,0.000002,0.998004
"three-fold",2,0.000002,0.998004
"three-foot",1,0.000001,0.999002
"three-fourth",2,0.000002,0.998004
"three-front",1,0.000001,0.999002
"three-hour",3,0.000003,0.997008
"three-hundred-foot",1,0.000001,0.999002
"three-in",1,0.000001,0.999002
"three-inch",1,0.000001,0.999002
"three-inch-wid",3,0.000003,0.997008
"three-judg",1,0.000001,0.999002
"three-man",3,0.000003,0.997008
"three-mast",1,0.000001,0.999002
"three-men-and-a-help",1,0.000001,0.999002
"three-month",4,0.000004,0.996012
"three-night",1,0.000001,0.999002
"three-panel",1,0.000001,0.999002
"three-part",5,0.000005,0.995018
"three-pow",1,0.000001,0.999002
"three-quart",4,0.000004,0.996012
"three-room",1,0.000001,0.999002
"three-round",2,0.000002,0.998004
"three-sect",1,0.000001,0.999002
"three-stori",1,0.000001,0.999002
"three-way",2,0.000002,0.998004
"three-week",1,0.000001,0.999002
"three-wood",1,0.000001,0.999002
"three-year",5,0.000005,0.995018
"threefold",4,0.000004,0.996012
"threes-fulfil",1,0.000001,0.999002
"threesom",3,0.000003,0.997008
"thresh",2,0.000002,0.998004
"threshhold",1,0.000001,0.999002
"threshold",15,0.000015,0.985127
"threw",46,0.000046,0.955087
"thrice",1,0.000001,0.999002
"thrift",5,0.000005,0.995018
"thrifti",3,0.000003,0.997008
"thrill",14,0.000014,0.986112
"thriller",1,0.000001,0.999002
"thrive",11,0.000011,0.989071
"throat",57,0.000057,0.944650
"throat'",6,0.000006,0.994024
"throati",1,0.000001,0.999002
"throb",6,0.000006,0.994024
"throe",2,0.000002,0.998004
"thrombi",1,0.000001,0.999002
"thrombos",1,0.000001,0.999002
"thrombosi",1,0.000001,0.999002
"throne",6,0.000006,0.994024
"throneberri",4,0.000004,0.996012
"throneberry'",1,0.000001,0.999002
"throng",3,0.000003,0.997008
"throttl",8,0.000008,0.992040
"through",971,0.000970,0.379083
"throughout",141,0.000141,0.868615
"throughput",1,0.000001,0.999002
"throw",67,0.000067,0.935260
"throw-rug",1,0.000001,0.999002
"thrower",2,0.000002,0.998004
"throwin'",4,0.000004,0.996012
"thrown",40,0.000040,0.960829
"thru",16,0.000016,0.984144
"thrum",1,0.000001,0.999002
"thrush",2,0.000002,0.998004
"thrust",35,0.000035,0.965640
"thrust-to-weight",3,0.000003,0.997008
"thruston",1,0.000001,0.999002
"thruway",2,0.000002,0.998004
"thu",312,0.000312,0.732217
"thud",5,0.000005,0.995018
"thug",3,0.000003,0.997008
"thugge",1,0.000001,0.999002
"thule",1,0.000001,0.999002
"thum",1,0.000001,0.999002
"thumb",15,0.000015,0.985127
"thumb-",1,0.000001,0.999002
"thumb-suck",1,0.000001,0.999002
"thumbnail",1,0.000001,0.999002
"thump",9,0.000009,0.991050
"thunder",20,0.000020,0.980219
"thunder-purpl",1,0.000001,0.999002
"thunderclap",1,0.000001,0.999002
"thunk",1,0.000001,0.999002
"thurber",6,0.000006,0.994024
"thurber'",2,0.000002,0.998004
"thurman",1,0.000001,0.999002
"thursday",33,0.000033,0.967571
"thursday'",1,0.000001,0.999002
"thursday-night",1,0.000001,0.999002
"thutmos",1,0.000001,0.999002
"thwack",1,0.000001,0.999002
"thwart",8,0.000008,0.992040
"thwump",1,0.000001,0.999002
"thynk",1,0.000001,0.999002
"thynn",3,0.000003,0.997008
"thyratron",1,0.000001,0.999002
